Names,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Average Stats,Type Combination,Atk-Def Ratio,Rank,Image_URL
Purugly,Normal,null,452,71,82,64,64,59,112,75.33333333,Normal,1.28125,633,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png
Chingling,Psychic,null,285,45,30,50,65,50,45,47.5,Psychic,0.6,1069,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png
Stunky,Poison,Dark,329,63,63,47,41,41,74,54.83333333,Poison-Dark,1.340425532,910,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png
Skuntank,Poison,Dark,479,103,93,67,71,61,84,79.83333333,Poison-Dark,1.388059701,535,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png
Bronzor,Steel,Psychic,300,57,24,86,24,86,23,50,Steel-Psychic,0.279069767,1012,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png
Bronzong,Steel,Psychic,500,67,89,116,79,116,33,83.33333333,Steel-Psychic,0.767241379,365,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png
Bonsly,Rock,null,290,50,80,95,10,45,10,48.33333333,Rock,0.842105263,1052,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png
Mime  Jr.,Psychic,Fairy,310,20,25,45,70,90,60,51.66666667,Psychic-Fairy,0.555555556,960,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png
Happiny,Normal,null,220,100,5,5,15,65,30,36.66666667,Normal,1,1162,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png
Chatot,Normal,Flying,411,76,65,45,92,42,91,68.5,Normal-Flying,1.444444444,730,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png
Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,80.83333333,Ghost-Dark,0.851851852,479,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png
Gible,Dragon,Ground,300,58,70,45,40,45,42,50,Dragon-Ground,1.555555556,1012,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png
Gabite,Dragon,Ground,410,68,90,65,50,55,82,68.33333333,Dragon-Ground,1.384615385,733,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png
Garchomp,Dragon,Ground,600,108,130,95,80,85,102,100,Dragon-Ground,1.368421053,70,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png
Mega  Garchomp,Dragon,Ground,700,108,170,115,120,95,92,116.6666667,Dragon-Ground,1.47826087,10,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png
Munchlax,Normal,null,390,135,85,40,40,85,5,65,Normal,2.125,791,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png
Riolu,Fighting,null,285,40,70,40,35,40,60,47.5,Fighting,1.75,1069,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png
Lucario,Fighting,Steel,525,70,110,70,115,70,90,87.5,Fighting-Steel,1.571428571,265,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png
Mega  Lucario,Fighting,Steel,625,70,145,88,140,70,112,104.1666667,Fighting-Steel,1.647727273,62,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png
Hippopotas,Ground,null,330,68,72,78,38,42,32,55,Ground,0.923076923,892,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png
Hippowdon,Ground,null,525,108,112,118,68,72,47,87.5,Ground,0.949152542,265,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png
Skorupi,Poison,Bug,330,40,50,90,30,55,65,55,Poison-Bug,0.555555556,892,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png
Drapion,Poison,Dark,500,70,90,110,60,75,95,83.33333333,Poison-Dark,0.818181818,365,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png
Croagunk,Poison,Fighting,300,48,61,40,61,40,50,50,Poison-Fighting,1.525,1012,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png
Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,81.66666667,Poison-Fighting,1.630769231,434,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png
Carnivine,Grass,null,454,74,100,72,90,72,46,75.66666667,Grass,1.388888889,630,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png
Finneon,Water,null,330,49,49,56,49,61,66,55,Water,0.875,892,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png
Lumineon,Water,null,460,69,69,76,69,86,91,76.66666667,Water,0.907894737,598,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png
Mantyke,Water,Flying,345,45,20,50,60,120,50,57.5,Water-Flying,0.4,862,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png
Snover,Grass,Ice,334,60,62,50,62,60,40,55.66666667,Grass-Ice,1.24,890,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png
Abomasnow,Grass,Ice,494,90,92,75,92,85,60,82.33333333,Grass-Ice,1.226666667,428,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png
Mega  Abomasnow,Grass,Ice,594,90,132,105,132,105,30,99,Grass-Ice,1.257142857,117,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow-mega.png
Weavile,Dark,Ice,510,70,120,65,45,85,125,85,Dark-Ice,1.846153846,320,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png
Magnezone,Electric,Steel,535,70,70,115,130,90,60,89.16666667,Electric-Steel,0.608695652,217,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png
Lickilicky,Normal,null,515,110,85,95,80,95,50,85.83333333,Normal,0.894736842,308,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png
Rhyperior,Ground,Rock,535,115,140,130,55,55,40,89.16666667,Ground-Rock,1.076923077,217,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png
Tangrowth,Grass,null,535,100,100,125,110,50,50,89.16666667,Grass,0.8,217,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png
Electivire,Electric,null,540,75,123,67,95,85,95,90,Electric,1.835820896,206,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png
Magmortar,Fire,null,540,75,95,67,125,95,83,90,Fire,1.417910448,206,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png
Togekiss,Fairy,Flying,545,85,50,95,120,115,80,90.83333333,Fairy-Flying,0.526315789,204,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png
Yanmega,Bug,Flying,515,86,76,86,116,56,95,85.83333333,Bug-Flying,0.88372093,308,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png
Leafeon,Grass,null,525,65,110,130,60,65,95,87.5,Grass,0.846153846,265,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png
Glaceon,Ice,null,525,65,60,110,130,95,65,87.5,Ice,0.545454545,265,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png
Gliscor,Ground,Flying,510,75,95,125,45,75,95,85,Ground-Flying,0.76,320,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png
Mamoswine,Ice,Ground,530,110,130,80,70,60,80,88.33333333,Ice-Ground,1.625,235,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png
Porygon- Z,Normal,null,535,85,80,70,135,75,90,89.16666667,Normal,1.142857143,217,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png
Gallade,Psychic,Fighting,518,68,125,65,65,115,80,86.33333333,Psychic-Fighting,1.923076923,305,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png
Mega  Gallade,Psychic,Fighting,618,68,165,95,65,115,110,103,Psychic-Fighting,1.736842105,65,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png
Probopass,Rock,Steel,525,60,55,145,75,150,40,87.5,Rock-Steel,0.379310345,265,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png
Dusknoir,Ghost,null,525,45,100,135,65,135,45,87.5,Ghost,0.740740741,265,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png
Froslass,Ice,Ghost,480,70,80,70,80,70,110,80,Ice-Ghost,1.142857143,512,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png
Rotom,Electric,Ghost,440,50,50,77,95,77,91,73.33333333,Electric-Ghost,0.649350649,652,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png
Heat  Rotom,Electric,Fire,520,50,65,107,105,107,86,86.66666667,Electric-Fire,0.607476636,290,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png
Wash  Rotom,Electric,Water,520,50,65,107,105,107,86,86.66666667,Electric-Water,0.607476636,290,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png
Frost  Rotom,Electric,Ice,520,50,65,107,105,107,86,86.66666667,Electric-Ice,0.607476636,290,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png
Fan  Rotom,Electric,Flying,520,50,65,107,105,107,86,86.66666667,Electric-Flying,0.607476636,290,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png
Mow  Rotom,Electric,Grass,520,50,65,107,105,107,86,86.66666667,Electric-Grass,0.607476636,290,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png
Uxie,Psychic,null,580,75,75,130,75,130,95,96.66666667,Psychic,0.576923077,125,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png
Mesprit,Psychic,null,580,80,105,105,105,105,80,96.66666667,Psychic,1,125,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png
Azelf,Psychic,null,580,75,125,70,125,70,115,96.66666667,Psychic,1.785714286,125,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png
Dialga,Steel,Dragon,680,100,120,120,150,100,90,113.3333333,Steel-Dragon,1,22,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png
Dialga  Origin  Forme,Steel,Dragon,680,100,100,120,150,120,90,113.3333333,Steel-Dragon,0.833333333,22,https://img.pokemondb.net/sprites/scarlet-violet/icon/dialga-origin.png
Palkia,Water,Dragon,680,90,120,100,150,120,100,113.3333333,Water-Dragon,1.2,22,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png
Palkia  Origin  Forme,Water,Dragon,680,90,100,100,150,120,120,113.3333333,Water-Dragon,1,22,https://img.pokemondb.net/sprites/scarlet-violet/icon/palkia-origin.png
Heatran,Fire,Steel,600,91,90,106,130,106,77,100,Fire-Steel,0.849056604,70,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png
Regigigas,Normal,null,670,110,160,110,80,110,100,111.6666667,Normal,1.454545455,43,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png
Giratina  Altered  Forme,Ghost,Dragon,680,150,100,120,100,120,90,113.3333333,Ghost-Dragon,0.833333333,22,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png
Giratina  Origin  Forme,Ghost,Dragon,680,150,120,100,120,100,90,113.3333333,Ghost-Dragon,1.2,22,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png
Cresselia,Psychic,null,580,120,70,110,75,120,85,96.66666667,Psychic,0.636363636,125,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png
Phione,Water,null,480,80,80,80,80,80,80,80,Water,1,512,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png
Manaphy,Water,null,600,100,100,100,100,100,100,100,Water,1,70,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png
Darkrai,Dark,null,600,70,90,90,135,90,125,100,Dark,1,70,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png
Shaymin  Land  Forme,Grass,null,600,100,100,100,100,100,100,100,Grass,1,70,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png
Shaymin  Sky  Forme,Grass,Flying,600,100,103,75,120,75,127,100,Grass-Flying,1.373333333,70,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png
Arceus,Normal,null,720,120,120,120,120,120,120,120,Normal,1,8,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png
Victini,Psychic,Fire,600,100,100,100,100,100,100,100,Psychic-Fire,1,70,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png
Snivy,Grass,null,308,45,45,55,45,55,63,51.33333333,Grass,0.818181818,981,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png
Servine,Grass,null,413,60,60,75,60,75,83,68.83333333,Grass,0.8,726,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png
Serperior,Grass,null,528,75,75,95,75,95,113,88,Grass,0.789473684,261,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png
Tepig,Fire,null,308,65,63,45,45,45,45,51.33333333,Fire,1.4,981,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png
Pignite,Fire,Fighting,418,90,93,55,70,55,55,69.66666667,Fire-Fighting,1.690909091,718,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png
Emboar,Fire,Fighting,528,110,123,65,100,65,65,88,Fire-Fighting,1.892307692,261,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png
Oshawott,Water,null,308,55,55,45,63,45,45,51.33333333,Water,1.222222222,981,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png
Dewott,Water,null,413,75,75,60,83,60,60,68.83333333,Water,1.25,726,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png
Samurott,Water,null,528,95,100,85,108,70,70,88,Water,1.176470588,261,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png
Hisuian  Samurott,Water,Dark,528,90,108,80,100,65,85,88,Water-Dark,1.35,261,https://img.pokemondb.net/sprites/scarlet-violet/icon/samurott-hisuian.png
Patrat,Normal,null,255,45,55,39,35,39,42,42.5,Normal,1.41025641,1124,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png
Watchog,Normal,null,420,60,85,69,60,69,77,70,Normal,1.231884058,697,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png
Lillipup,Normal,null,275,45,60,45,25,45,55,45.83333333,Normal,1.333333333,1089,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png
Herdier,Normal,null,370,65,80,65,35,65,60,61.66666667,Normal,1.230769231,816,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png
Stoutland,Normal,null,500,85,110,90,45,90,80,83.33333333,Normal,1.222222222,365,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png
Purrloin,Dark,null,281,41,50,37,50,37,66,46.83333333,Dark,1.351351351,1074,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png
Liepard,Dark,null,446,64,88,50,88,50,106,74.33333333,Dark,1.76,649,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png
Pansage,Grass,null,316,50,53,48,53,48,64,52.66666667,Grass,1.104166667,944,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png
Simisage,Grass,null,498,75,98,63,98,63,101,83,Grass,1.555555556,403,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png
Pansear,Fire,null,316,50,53,48,53,48,64,52.66666667,Fire,1.104166667,944,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png
Simisear,Fire,null,498,75,98,63,98,63,101,83,Fire,1.555555556,403,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png
Panpour,Water,null,316,50,53,48,53,48,64,52.66666667,Water,1.104166667,944,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png
Simipour,Water,null,498,75,98,63,98,63,101,83,Water,1.555555556,403,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png
Munna,Psychic,null,292,76,25,45,67,55,24,48.66666667,Psychic,0.555555556,1050,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png
Musharna,Psychic,null,487,116,55,85,107,95,29,81.16666667,Psychic,0.647058824,473,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png
Pidove,Normal,Flying,264,50,55,50,36,30,43,44,Normal-Flying,1.1,1115,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png
Tranquill,Normal,Flying,358,62,77,62,50,42,65,59.66666667,Normal-Flying,1.241935484,837,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png
Unfezant,Normal,Flying,488,80,115,80,65,55,93,81.33333333,Normal-Flying,1.4375,470,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png
Blitzle,Electric,null,295,45,60,32,50,32,76,49.16666667,Electric,1.875,1042,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png
Zebstrika,Electric,null,497,75,100,63,80,63,116,82.83333333,Electric,1.587301587,407,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png
Roggenrola,Rock,null,280,55,75,85,25,25,15,46.66666667,Rock,0.882352941,1075,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png
Boldore,Rock,null,390,70,105,105,50,40,20,65,Rock,1,791,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png
Gigalith,Rock,null,515,85,135,130,60,80,25,85.83333333,Rock,1.038461538,308,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png
Woobat,Psychic,Flying,323,65,45,43,55,43,72,53.83333333,Psychic-Flying,1.046511628,924,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png
Swoobat,Psychic,Flying,425,67,57,55,77,55,114,70.83333333,Psychic-Flying,1.036363636,684,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png
Drilbur,Ground,null,328,60,85,40,30,45,68,54.66666667,Ground,2.125,912,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png
Excadrill,Ground,Steel,508,110,135,60,50,65,88,84.66666667,Ground-Steel,2.25,342,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png
Audino,Normal,null,445,103,60,86,60,86,50,74.16666667,Normal,0.697674419,650,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png
Mega  Audino,Normal,Fairy,545,103,60,126,80,126,50,90.83333333,Normal-Fairy,0.476190476,204,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png
Timburr,Fighting,null,305,75,80,55,25,35,35,50.83333333,Fighting,1.454545455,988,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png
Gurdurr,Fighting,null,405,85,105,85,40,50,40,67.5,Fighting,1.235294118,750,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png
Conkeldurr,Fighting,null,505,105,140,95,55,65,45,84.16666667,Fighting,1.473684211,347,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png
Tympole,Water,null,294,50,50,40,50,40,64,49,Water,1.25,1048,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png
Palpitoad,Water,Ground,384,75,65,55,65,55,69,64,Water-Ground,1.181818182,805,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png
Seismitoad,Water,Ground,509,105,95,75,85,75,74,84.83333333,Water-Ground,1.266666667,341,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png
Throh,Fighting,null,465,120,100,85,30,85,45,77.5,Fighting,1.176470588,587,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png
Sawk,Fighting,null,465,75,125,75,30,75,85,77.5,Fighting,1.666666667,587,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png
Sewaddle,Bug,Grass,310,45,53,70,40,60,42,51.66666667,Bug-Grass,0.757142857,960,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png
Swadloon,Bug,Grass,380,55,63,90,50,80,42,63.33333333,Bug-Grass,0.7,808,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png
Leavanny,Bug,Grass,500,75,103,80,70,80,92,83.33333333,Bug-Grass,1.2875,365,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png
Venipede,Bug,Poison,260,30,45,59,30,39,57,43.33333333,Bug-Poison,0.762711864,1119,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png
Whirlipede,Bug,Poison,360,40,55,99,40,79,47,60,Bug-Poison,0.555555556,831,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png
Scolipede,Bug,Poison,485,60,100,89,55,69,112,80.83333333,Bug-Poison,1.123595506,479,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png
Cottonee,Grass,Fairy,280,40,27,60,37,50,66,46.66666667,Grass-Fairy,0.45,1075,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png
Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,80,Grass-Fairy,0.788235294,512,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png
Petilil,Grass,null,280,45,35,50,70,50,30,46.66666667,Grass,0.7,1075,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png
Lilligant,Grass,null,480,70,60,75,110,75,90,80,Grass,0.8,512,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png
Hisuian  Lilligant,Grass,Fighting,480,70,105,75,50,75,105,80,Grass-Fighting,1.4,512,https://img.pokemondb.net/sprites/scarlet-violet/icon/lilligant-hisuian.png
Basculin  Red- Striped  Form,Water,null,460,70,92,65,80,55,98,76.66666667,Water,1.415384615,598,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png
Basculin  Blue- Striped  Form,Water,null,460,70,92,65,80,55,98,76.66666667,Water,1.415384615,598,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png
Basculin  White- Striped  Form,Water,null,460,70,92,65,80,55,98,76.66666667,Water,1.415384615,598,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-white-striped.png
Sandile,Ground,Dark,292,50,72,35,35,35,65,48.66666667,Ground-Dark,2.057142857,1050,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png
Krokorok,Ground,Dark,351,60,82,45,45,45,74,58.5,Ground-Dark,1.822222222,847,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png
Krookodile,Ground,Dark,519,95,117,80,65,70,92,86.5,Ground-Dark,1.4625,304,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png
Darumaka,Fire,null,315,70,90,45,15,45,50,52.5,Fire,2,947,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png
Galarian  Darumaka,Ice,null,315,70,90,45,15,45,50,52.5,Ice,2,947,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png
Darmanitan  Standard  Mode,Fire,null,480,105,140,55,30,55,95,80,Fire,2.545454545,512,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png
Darmanitan  Zen  Mode,Fire,Psychic,540,105,30,105,140,105,55,90,Fire-Psychic,0.285714286,206,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png
Darmanitan  Galarian  Standard  Mode,Ice,null,480,105,140,55,30,55,95,80,Ice,2.545454545,512,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png
Darmanitan  Galarian  Zen  Mode,Ice,Fire,540,105,160,55,30,55,135,90,Ice-Fire,2.909090909,206,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png
Maractus,Grass,null,461,75,86,67,106,67,60,76.83333333,Grass,1.28358209,597,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png
Dwebble,Bug,Rock,325,50,65,85,35,35,55,54.16666667,Bug-Rock,0.764705882,914,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png
Crustle,Bug,Rock,485,70,105,125,65,75,45,80.83333333,Bug-Rock,0.84,479,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png
Scraggy,Dark,Fighting,348,50,75,70,35,70,48,58,Dark-Fighting,1.071428571,859,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png
Scrafty,Dark,Fighting,488,65,90,115,45,115,58,81.33333333,Dark-Fighting,0.782608696,470,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png
Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,81.66666667,Psychic-Flying,0.725,434,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png
Yamask,Ghost,null,303,38,30,85,55,65,30,50.5,Ghost,0.352941176,1007,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png
Galarian  Yamask,Ground,Ghost,303,38,55,85,30,65,30,50.5,Ground-Ghost,0.647058824,1007,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png
Cofagrigus,Ghost,null,483,58,50,145,95,105,30,80.5,Ghost,0.344827586,503,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png
Tirtouga,Water,Rock,355,54,78,103,53,45,22,59.16666667,Water-Rock,0.757281553,838,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png
Carracosta,Water,Rock,495,74,108,133,83,65,32,82.5,Water-Rock,0.812030075,408,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png
Archen,Rock,Flying,401,55,112,45,74,45,70,66.83333333,Rock-Flying,2.488888889,777,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png
Archeops,Rock,Flying,567,75,140,65,112,65,110,94.5,Rock-Flying,2.153846154,190,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png
Trubbish,Poison,null,329,50,50,62,40,62,65,54.83333333,Poison,0.806451613,910,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png
Garbodor,Poison,null,474,80,95,82,60,82,75,79,Poison,1.158536585,559,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png
Zorua,Dark,null,330,40,65,40,80,40,65,55,Dark,1.625,892,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png
Hisuian  Zorua,Normal,Ghost,330,35,60,40,85,40,70,55,Normal-Ghost,1.5,892,https://img.pokemondb.net/sprites/scarlet-violet/icon/zorua-hisuian.png
Zoroark,Dark,null,510,60,105,60,120,60,105,85,Dark,1.75,320,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png
Hisuian  Zoroark,Normal,Ghost,510,55,100,60,125,60,110,85,Normal-Ghost,1.666666667,320,https://img.pokemondb.net/sprites/scarlet-violet/icon/zoroark-hisuian.png
Minccino,Normal,null,300,55,50,40,40,40,75,50,Normal,1.25,1012,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png
Cinccino,Normal,null,470,75,95,60,65,60,115,78.33333333,Normal,1.583333333,568,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png
Gothita,Psychic,null,290,45,30,50,55,65,45,48.33333333,Psychic,0.6,1052,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png
Gothorita,Psychic,null,390,60,45,70,75,85,55,65,Psychic,0.642857143,791,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png
Gothitelle,Psychic,null,490,70,55,95,95,110,65,81.66666667,Psychic,0.578947368,434,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png
Solosis,Psychic,null,290,45,30,40,105,50,20,48.33333333,Psychic,0.75,1052,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png
Duosion,Psychic,null,370,65,40,50,125,60,30,61.66666667,Psychic,0.8,816,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png
Reuniclus,Psychic,null,490,110,65,75,125,85,30,81.66666667,Psychic,0.866666667,434,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png
Ducklett,Water,Flying,305,62,44,50,44,50,55,50.83333333,Water-Flying,0.88,988,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png
Swanna,Water,Flying,473,75,87,63,87,63,98,78.83333333,Water-Flying,1.380952381,563,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png
Vanillite,Ice,null,305,36,50,50,65,60,44,50.83333333,Ice,1,988,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png
Vanillish,Ice,null,395,51,65,65,80,75,59,65.83333333,Ice,1,785,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png
